"time","open","high","low","close","volume","volumeq"
"2020-02-20 02:00:00+00",9626.38,9668,9595.83,9600.84,1880.78,18088024
"2020-02-20 01:00:00+00",9593.79,9653.9,9575,9626.38,3389.02,32584898
"2020-02-20 00:00:00+00",9693.13,9696.5,9572.42,9593.79,3210.51,30948444
"2020-02-19 23:00:00+00",9615.72,9711.08,9500,9693.13,5988.12,5.759912E+7
"2020-02-19 22:00:00+00",10152.55,10156.48,9350,9615.72,11524.08,1.117118E+8
"2020-02-19 21:00:00+00",10139.22,10154.64,10045.45,10152.55,2707.03,27356326
"2020-02-19 20:00:00+00",10194.77,10207.69,10136.9,10139.22,1735.85,17670236
"2020-02-19 19:00:00+00",10158.94,10200,10131.25,10194.77,1858.16,18883016
"2020-02-19 18:00:00+00",10148.93,10250,10133.1,10158.94,3465.24,35302364
"2020-02-19 17:00:00+00",10148.93,10148.93,10148.93,10148.93,0,0
"2020-02-19 16:00:00+00",10148.93,10148.93,10148.93,10148.93,0,0
"2020-02-19 15:00:00+00",10148.93,10148.93,10148.93,10148.93,0,0
"2020-02-19 14:00:00+00",10148.93,10148.93,10148.93,10148.93,0,0
"2020-02-19 13:00:00+00",10148.93,10148.93,10148.93,10148.93,0,0
"2020-02-19 12:00:00+00",10127.66,10150,10117.66,10148.93,209.53,2123509.8
"2020-02-19 11:00:00+00",10112.99,10144.62,10080,10126.09,1719.89,17391726
"2020-02-19 10:00:00+00",10159.65,10159.65,10101.01,10112.99,1514.8,15343136
"2020-02-19 09:00:00+00",10059.3,10161.99,10011.06,10159.65,3002.07,30308412
"2020-02-19 08:00:00+00",10069.02,10089.37,10027,10059.3,1911.01,19222068
"2020-02-19 07:00:00+00",10118.55,10118.66,10044.68,10069.02,1578.26,15917973
"2020-02-19 06:00:00+00",10111.65,10134.7,10085.36,10118.55,1338.38,13531419
"2020-02-19 05:00:00+00",10149.63,10164.93,10089.24,10111.65,1697.83,1.716726E+7
"2020-02-19 04:00:00+00",10150.74,10173,10125,10149.63,1104.31,11206485
"2020-02-19 03:00:00+00",10112.83,10166.66,10110,10150.74,1312.63,13318528
"2020-02-19 02:00:00+00",10102.41,10149,10101.97,10112.83,1209.33,12238579
"2020-02-19 01:00:00+00",10164.71,10186.35,10079.25,10102.41,2060.45,20861544
"2020-02-19 00:00:00+00",10168.26,10206.94,10136.64,10164.71,2589.14,26343236
"2020-02-18 23:00:00+00",10134.71,10174.54,10067.19,10168.26,1782.62,18035556
"2020-02-18 22:00:00+00",10155.01,10250,10036.72,10134.71,5099.8,5.177534E+7
"2020-02-18 21:00:00+00",10043.49,10163,10038.23,10155.01,4221.97,42675908
"2020-02-18 20:00:00+00",9985.73,10048,9973,10043.49,2300.46,2.302319E+7
"2020-02-18 19:00:00+00",9946.38,10048,9946.38,9985.73,5047.5,50478952
"2020-02-18 18:00:00+00",9918.91,9952,9877.35,9946.38,3561.84,35316528
"2020-02-18 17:00:00+00",9830.68,9924.42,9815.9,9918.91,4148.43,4.09631E+7
"2020-02-18 16:00:00+00",9696.65,9875.51,9695.74,9830.68,5915.67,5.795716E+7
"2020-02-18 15:00:00+00",9627.27,9718.01,9627.27,9696.65,1875.98,18140228
"2020-02-18 14:00:00+00",9656.92,9669.85,9576.01,9627.27,2780.75,26766358
"2020-02-18 13:00:00+00",9702.27,9704.58,9638.11,9656.92,1818.59,17592076
"2020-02-18 12:00:00+00",9731.41,9756.97,9678.94,9702.27,1900.26,18454978
"2020-02-18 11:00:00+00",9694.15,9744.99,9631,9731.41,2712.63,26285388
"2020-02-18 10:00:00+00",9741.61,9749.91,9662.72,9694.15,3161.18,3.06813E+7
"2020-02-18 09:00:00+00",9790.58,9794.99,9740,9741.61,1727.81,16882434
"2020-02-18 08:00:00+00",9775.48,9815,9763.3,9790.58,1450.6,14204395
"2020-02-18 07:00:00+00",9785.74,9810,9750,9775.48,1809,17700406
"2020-02-18 06:00:00+00",9800,9810,9768.01,9785.74,1718.48,16819732
"2020-02-18 05:00:00+00",9724.82,9800,9720,9800,2083.45,20351604
"2020-02-18 04:00:00+00",9714.29,9745.92,9675.6,9724.82,1556.2,15108106
"2020-02-18 03:00:00+00",9710.65,9759,9703.78,9714.29,1375.31,13388572
"2020-02-18 02:00:00+00",9660.87,9743,9660.83,9710.65,1822.59,1.770197E+7
"2020-02-18 01:00:00+00",9706,9715,9624.7,9660.87,1330.62,12854723
"2020-02-18 00:00:00+00",9630.1,9727.41,9613.12,9706,1445.54,13988072
"2020-02-17 23:00:00+00",9632.48,9664.02,9607.05,9630.1,1215.27,11706845
"2020-02-17 22:00:00+00",9625.04,9669,9610,9632.48,926.51,8931832
"2020-02-17 21:00:00+00",9666.15,9700,9616.11,9625.04,1773.83,1.713192E+7
"2020-02-17 20:00:00+00",9645.06,9673.98,9600,9666.15,1293.02,12470189
"2020-02-17 19:00:00+00",9640.01,9648.99,9580,9645.06,1334.67,12836751
"2020-02-17 18:00:00+00",9671.73,9697.65,9576.03,9640.01,2263.73,21809988
"2020-02-17 17:00:00+00",9633.45,9725.79,9615.63,9671.73,3718.97,35946504
"2020-02-17 16:00:00+00",9591.77,9661.99,9540.5,9633.45,3772.97,36235292
"2020-02-17 15:00:00+00",9532.77,9618.31,9452.67,9591.77,6307.13,60065848
"2020-02-17 14:00:00+00",9633.14,9656.88,9517.11,9532.77,3890.82,37255908
"2020-02-17 13:00:00+00",9609.94,9669.99,9585.35,9633.14,5139.6,4.952076E+7
"2020-02-17 12:00:00+00",9715.34,9716.35,9568,9609.94,7591.3,73184136
"2020-02-17 11:00:00+00",9792.53,9793.49,9677.68,9715.34,3761.55,36602784
"2020-02-17 10:00:00+00",9802.59,9832.92,9772.22,9792.53,1658.36,16263154
"2020-02-17 09:00:00+00",9753.26,9813.74,9737.28,9802.59,1491.48,14575586
"2020-02-17 08:00:00+00",9774.11,9811.94,9734.85,9753.26,1604.29,15679895
"2020-02-17 07:00:00+00",9761.78,9842.34,9747.46,9774.11,1826.15,17881942
"2020-02-17 06:00:00+00",9742.16,9808.04,9738.7,9761.78,1999.15,19537092
"2020-02-17 05:00:00+00",9808.4,9808.4,9710,9742.16,3063.84,29890638
"2020-02-17 04:00:00+00",9840.51,9849.51,9758.59,9808.4,1782.05,17478454
"2020-02-17 03:00:00+00",9852.83,9863.57,9793.11,9840.51,1440.79,14163463
"2020-02-17 02:00:00+00",9862.18,9909.1,9839.05,9852.83,1415.89,13985459
"2020-02-17 01:00:00+00",9917.27,9964.16,9850,9862.18,2333.23,23105876
"2020-02-17 00:00:00+00",9877.59,9996.58,9867.25,9917.27,4488,44617068
"2020-02-16 23:00:00+00",9758.55,9877.96,9750.73,9877.59,1951.99,19170958
"2020-02-16 22:00:00+00",9781.18,9793.1,9753.38,9758.55,1148.88,11226799
"2020-02-16 21:00:00+00",9745.57,9781.61,9729.96,9781.18,1706.57,16644034
"2020-02-16 20:00:00+00",9796.01,9797.73,9711.3,9745.57,2457.18,23974334
"2020-02-16 19:00:00+00",9755.03,9840.06,9755.02,9796.01,2069.31,20284918
"2020-02-16 18:00:00+00",9734.99,9800,9692.03,9755.03,3610.78,3.524324E+7
"2020-02-16 17:00:00+00",9858.54,9909,9638.12,9734.99,8561.2,8.357863E+7
"2020-02-16 16:00:00+00",9895.2,9921.62,9825.16,9858.54,3102.51,30632848
"2020-02-16 15:00:00+00",9938.11,9974.98,9885.25,9895.2,2189.66,21734158
"2020-02-16 14:00:00+00",9917.42,9956.02,9856.6,9938.11,3213.68,31827028
"2020-02-16 13:00:00+00",9922.63,9953.84,9877.16,9917.42,2044.33,20280792
"2020-02-16 12:00:00+00",9935.57,9970.54,9901.28,9922.63,1704.46,16943938
"2020-02-16 11:00:00+00",9971.5,9988.82,9928.48,9935.57,1595.11,15893033
"2020-02-16 10:00:00+00",9989.31,10009.66,9961.2,9971.5,1115.08,11139299
"2020-02-16 09:00:00+00",9959.51,10017,9945.94,9989.31,1312.2,13089591
"2020-02-16 08:00:00+00",9966.07,9984.45,9955.55,9959.51,843.8,8416525
"2020-02-16 07:00:00+00",9955.43,9980,9945.79,9966.07,866.69,8637757
"2020-02-16 06:00:00+00",10021.36,10033.33,9937,9955.43,1341.14,13381222
"2020-02-16 05:00:00+00",10000.58,10029.97,9975,10021.36,1149.19,11494961
"2020-02-16 04:00:00+00",10041.53,10050,9992.64,10000.58,1822.61,18270444
"2020-02-16 03:00:00+00",9931,10042.67,9917.07,10041.53,2762.48,27580522
"2020-02-16 02:00:00+00",9929.31,9940.11,9910.03,9931,982.36,9752578
"2020-02-16 01:00:00+00",9904.72,9929.99,9853.02,9929.31,2019.62,1.998899E+7
"2020-02-16 00:00:00+00",9923.82,9936.27,9882.04,9904.72,1092.28,10824296
"2020-02-15 23:00:00+00",9923.53,9949,9911.17,9923.82,1184.98,11764416
"2020-02-15 22:00:00+00",9892.89,9929.75,9891.15,9923.53,987.76,9792828
"2020-02-15 21:00:00+00",9893.99,9919.57,9870.33,9892.89,1328.53,13145877
"2020-02-15 20:00:00+00",9914.13,9940,9891.66,9893.99,1452.76,14406517
"2020-02-15 19:00:00+00",9844.69,9920,9811.84,9914.13,3481.91,34401392
"2020-02-15 18:00:00+00",9841.29,9845,9827,9844.69,117.33,1153611.5
"2020-02-15 17:00:00+00",9895.51,9904.03,9887.97,9903.95,169.46,1676854.4
"2020-02-15 16:00:00+00",10241.65,10244.76,9801,9983.18,7577.19,7.611024E+7
"2020-02-15 15:00:00+00",10236.06,10259.97,10234.02,10241.65,1525.86,15636164
"2020-02-15 14:00:00+00",10240,10246.75,10214.59,10236.06,925.24,9467141
"2020-02-15 13:00:00+00",10229.36,10248.97,10207.97,10240,1472.48,15061123
"2020-02-15 12:00:00+00",10242.99,10254.83,10220,10229.36,1346.38,13780294
"2020-02-15 11:00:00+00",10256.63,10274.18,10242.21,10242.99,1242.21,12746139
"2020-02-15 10:00:00+00",10252.8,10269.99,10221.79,10256.63,1159.25,11876982
"2020-02-15 09:00:00+00",10221.76,10252.98,10211.82,10252.8,1327.79,13589944
"2020-02-15 08:00:00+00",10240.01,10245.07,10190.9,10221.76,1977.42,2.020317E+7
"2020-02-15 07:00:00+00",10224.72,10261.79,10200,10240.01,1131.4,11582392
"2020-02-15 06:00:00+00",10260.63,10263.45,10220,10224.72,1102.14,11290614
"2020-02-15 05:00:00+00",10272.39,10279,10245.01,10260.63,979.01,10046294
"2020-02-15 04:00:00+00",10240.64,10287,10240.19,10272.39,1076.79,11055362
"2020-02-15 03:00:00+00",10244.5,10277.62,10203.52,10240.64,1833.97,18790464
"2020-02-15 02:00:00+00",10333.09,10349.53,10235.08,10244.5,1993.84,20531726
"2020-02-15 01:00:00+00",10344.36,10375,10320,10333.09,1739.71,18008096
"2020-02-15 00:00:00+00",10346,10352.36,10320,10344.36,990.15,10235741
"2020-02-14 23:00:00+00",10329.81,10348.41,10280.11,10346,1190.49,12290043
"2020-02-14 22:00:00+00",10354.47,10381.56,10314.5,10329.81,1108.96,11483533
"2020-02-14 21:00:00+00",10341.64,10375,10340.13,10354.47,1523.14,15782035
"2020-02-14 20:00:00+00",10356.89,10375.45,10316.3,10341.64,1638.43,16949716
"2020-02-14 19:00:00+00",10281.46,10359,10281.46,10356.89,2401.77,24792328
"2020-02-14 18:00:00+00",10285,10292.96,10258.25,10281.46,1395.25,14341842
"2020-02-14 17:00:00+00",10249.94,10308.08,10243.72,10285,1907.01,19595226
"2020-02-14 16:00:00+00",10240.23,10288,10231.31,10249.94,1799.05,18462078
"2020-02-14 15:00:00+00",10252.9,10360.2,10224,10240.23,3529.45,36299292
"2020-02-14 14:00:00+00",10258.57,10268.3,10240,10252.9,1433.1,14692889
"2020-02-14 13:00:00+00",10269.24,10287.37,10240,10258.57,1576.13,16174869
"2020-02-14 12:00:00+00",10252.96,10278.55,10213.82,10269.24,1954.95,20040182
"2020-02-14 11:00:00+00",10223.85,10298,10206.3,10252.96,3635.48,37307396
"2020-02-14 10:00:00+00",10165.14,10229.5,10150.01,10223.85,2285.09,23286606
"2020-02-14 09:00:00+00",10124.98,10178.44,10111.57,10165.14,1842.44,18702332
"2020-02-14 08:00:00+00",10196.27,10205.86,10111.37,10124.98,2046.1,20754716
"2020-02-14 07:00:00+00",10173.25,10202.91,10154,10196.27,1313.21,1.337108E+7
"2020-02-14 06:00:00+00",10221.9,10237.09,10162.37,10173.25,1594.48,1.626493E+7
"2020-02-14 05:00:00+00",10258.7,10280,10204.34,10221.9,1700.08,1.740339E+7
"2020-02-14 04:00:00+00",10260.68,10290,10214,10258.7,1833.5,1.880021E+7
"2020-02-14 03:00:00+00",10227.89,10266.6,10224.92,10260.68,918.06,9406918
"2020-02-14 02:00:00+00",10224.81,10281.18,10209.19,10227.89,1837.12,1.881719E+7
"2020-02-14 01:00:00+00",10229.63,10242.79,10178.27,10224.81,1571.06,16030368
"2020-02-14 00:00:00+00",10224.15,10252.79,10207.02,10229.63,976.53,9994652
"2020-02-13 23:00:00+00",10189.01,10240.26,10185.03,10224.15,889.21,9.08475E+6
"2020-02-13 22:00:00+00",10226.61,10228.95,10181.88,10189.01,1515.52,15462802
"2020-02-13 21:00:00+00",10250.31,10265,10208.14,10226.61,1013.52,10371577
"2020-02-13 20:00:00+00",10206.44,10271.96,10200.5,10250.31,1569.72,16074336
"2020-02-13 19:00:00+00",10199.68,10239.81,10185.03,10206.44,1294.49,1.322153E+7
"2020-02-13 18:00:00+00",10162.74,10244.44,10145.5,10199.68,2512.6,2.558646E+7
"2020-02-13 17:00:00+00",10254.93,10292.99,10156,10162.74,2848.4,29102292
"2020-02-13 16:00:00+00",10248.93,10315.65,10190.86,10254.93,2480,25436706
"2020-02-13 15:00:00+00",10199,10352,10123.6,10248.93,6926.71,7.102579E+7
"2020-02-13 14:00:00+00",10211.08,10500,10183.33,10199,9423.35,9.769041E+7
"2020-02-13 13:00:00+00",10151.11,10240,10100.2,10211.08,3248.11,3.304296E+7
"2020-02-13 12:00:00+00",10169.93,10189.69,10080,10151.11,3353.7,34011908
"2020-02-13 11:00:00+00",10166.97,10210,10123,10169.93,3024.78,30751336
"2020-02-13 10:00:00+00",10260.86,10264.14,10100,10166.97,4921.6,50096032
"2020-02-13 09:00:00+00",10338.96,10366.53,10110,10260.86,7221.02,7.392133E+7
"2020-02-13 08:00:00+00",10452.97,10491,10326.49,10338.96,4307.24,44862864
"2020-02-13 07:00:00+00",10435.82,10457.63,10422.19,10452.97,2303.53,24055208
"2020-02-13 06:00:00+00",10395.08,10439.99,10394.87,10435.82,1461.61,15228718
"2020-02-13 05:00:00+00",10379.74,10423,10378.31,10395.08,1386.43,14418911
"2020-02-13 04:00:00+00",10405.75,10440.67,10365,10379.74,2129.88,22159874
"2020-02-13 03:00:00+00",10393.26,10423.88,10363.61,10405.75,2473.05,2.571579E+7
"2020-02-13 02:00:00+00",10366.62,10400,10350.27,10393.26,1533.28,15911886
"2020-02-13 01:00:00+00",10326.46,10381.99,10310.51,10366.62,1411.48,14606737
"2020-02-13 00:00:00+00",10337.26,10365,10303,10326.46,1736.26,17943914
"2020-02-12 23:00:00+00",10373.28,10380.8,10329.45,10337.26,1277.46,13229691
"2020-02-12 22:00:00+00",10377.9,10410,10315.21,10373.28,2757.95,2.861084E+7
"2020-02-12 21:00:00+00",10313.47,10383.97,10313.47,10377.9,1900.69,19692584
"2020-02-12 20:00:00+00",10345.78,10350.54,10313,10313.47,1633.72,16881964
"2020-02-12 19:00:00+00",10354.91,10359,10319,10345.78,1282.61,13261997
"2020-02-12 18:00:00+00",10339.77,10364.52,10312.77,10354.91,1710.51,1.76863E+7
"2020-02-12 17:00:00+00",10314.56,10374.94,10294,10339.77,2496.77,25809406
"2020-02-12 16:00:00+00",10346.12,10348.26,10250,10314.56,3103.41,31971316
"2020-02-12 15:00:00+00",10370,10415,10284.46,10346.12,3438.7,35589532
"2020-02-12 14:00:00+00",10336.39,10380.22,10327.05,10370,2337.22,24218676
"2020-02-12 13:00:00+00",10343.4,10344.99,10291.93,10336.39,1830.63,18888942
"2020-02-12 12:00:00+00",10305.83,10370.75,10288.77,10343.4,2697.95,27892506
"2020-02-12 11:00:00+00",10275.96,10325,10243.25,10305.83,2475.35,25491782
"2020-02-12 10:00:00+00",10292.3,10293.13,10236.44,10275.96,2204.05,22632508
"2020-02-12 09:00:00+00",10366,10371.72,10226.44,10292.3,4441.79,45746476
"2020-02-12 08:00:00+00",10328.24,10450,10306.02,10366,5237.74,54284516
"2020-02-12 07:00:00+00",10319.53,10343.01,10269.25,10328.24,2169.01,22353424
"2020-02-12 06:00:00+00",10269,10333.28,10256.65,10319.53,2097.68,21608206
"2020-02-12 05:00:00+00",10263,10300.66,10256.78,10269,1235.86,12707218
"2020-02-12 04:00:00+00",10252.94,10287.2,10241.79,10263,1343.5,13793252
"2020-02-12 03:00:00+00",10279.4,10291.39,10226.43,10252.94,1293.49,13267604
"2020-02-12 02:00:00+00",10318.97,10319.71,10266.03,10279.4,1532.96,15774869
"2020-02-12 01:00:00+00",10223.08,10320,10223.08,10318.97,2925.18,30067096
"2020-02-12 00:00:00+00",10204,10252.9,10183.47,10223.08,1544.74,15793601
"2020-02-11 23:00:00+00",10199.73,10220.78,10179.92,10204,904.72,9228301
"2020-02-11 22:00:00+00",10222.04,10228.71,10168.75,10199.73,1098.11,11202027
"2020-02-11 21:00:00+00",10247.73,10260,10206.65,10222.04,1283.49,13126686
"2020-02-11 20:00:00+00",10206.22,10256.75,10160.15,10247.73,2125.24,21693178
"2020-02-11 19:00:00+00",10280,10323.59,10190.24,10206.22,4159.33,42713056
"2020-02-11 18:00:00+00",10220.12,10285,10215,10280,3358.28,3.443008E+7
"2020-02-11 17:00:00+00",10164.99,10311,10163.6,10220.12,7599.69,7.765573E+7
"2020-02-11 16:00:00+00",9857.95,10194,9852.58,10164.99,9014.7,90650856
"2020-02-11 15:00:00+00",9871.43,9901.5,9847,9857.95,2173.45,2.147093E+7
"2020-02-11 14:00:00+00",9847.74,9908,9846.46,9871.43,2429,2.398944E+7
"2020-02-11 13:00:00+00",9801.04,9877.54,9787.88,9847.74,3081.56,30340128
"2020-02-11 12:00:00+00",9786.87,9815,9775.07,9801.04,1339.17,13112703
"2020-02-11 11:00:00+00",9780.35,9805,9762,9786.87,1377.63,13479146
"2020-02-11 10:00:00+00",9789.88,9806.36,9763.16,9780.35,1587.39,15539441
"2020-02-11 09:00:00+00",9739.94,9789.95,9730.89,9789.88,1541.11,15041846
"2020-02-11 08:00:00+00",9765.38,9787.07,9727,9739.94,940.05,9170026
"2020-02-11 07:00:00+00",9754.01,9785.78,9735.14,9765.38,984.93,9613598
"2020-02-11 06:00:00+00",9749.12,9784.93,9742.49,9754.01,1080.94,10551871
"2020-02-11 05:00:00+00",9733.39,9761.63,9715,9749.12,1440.36,14024782
"2020-02-11 04:00:00+00",9759.76,9775,9722.24,9733.39,1371.01,13360275
"2020-02-11 03:00:00+00",9814.07,9821,9750,9759.76,1193.05,11665183
"2020-02-11 02:00:00+00",9779.69,9821.26,9700,9814.07,2722.51,26586976
"2020-02-11 01:00:00+00",9851.83,9862.18,9771.86,9779.69,1907.91,18711222
"2020-02-11 00:00:00+00",9842.83,9894.56,9841.8,9851.83,1020.22,10069818
"2020-02-10 23:00:00+00",9869.6,9870.41,9813,9842.83,1130.61,11121683
"2020-02-10 22:00:00+00",9852.43,9875,9845.47,9869.6,781.75,7707418
"2020-02-10 21:00:00+00",9829.56,9878.05,9827.46,9852.43,1289.82,12712005
"2020-02-10 20:00:00+00",9842.26,9849.71,9800.02,9829.56,1033.2,10157177
"2020-02-10 19:00:00+00",9846.42,9860,9816.33,9842.26,1105.71,10882067
"2020-02-10 18:00:00+00",9832.49,9853.77,9812.28,9846.42,1261.45,1.240485E+7
"2020-02-10 17:00:00+00",9865.05,9893.17,9815.73,9832.49,2455.53,24205278
"2020-02-10 16:00:00+00",9886.63,9925.63,9850,9865.05,2571.42,25453156
"2020-02-10 15:00:00+00",9822.61,9900,9812.14,9886.63,2325.86,22924964
"2020-02-10 14:00:00+00",9845.86,9866,9810.99,9822.61,2470.47,24311632
"2020-02-10 13:00:00+00",9821.43,9848.63,9777.6,9845.86,2445.19,2.399974E+7
"2020-02-10 12:00:00+00",9847.78,9848.98,9765,9821.43,3215.83,31539794
"2020-02-10 11:00:00+00",9835.2,9872,9820.79,9847.78,3507.62,3.453686E+7
"2020-02-10 10:00:00+00",9892.56,9893.78,9765.15,9835.2,5074.76,49826752
"2020-02-10 09:00:00+00",9968.99,9971.48,9860.88,9892.56,2274.3,22553584
"2020-02-10 08:00:00+00",9955.91,9993,9936.96,9968.99,1728.37,1.722987E+7
"2020-02-10 07:00:00+00",9835.71,10021,9814.82,9955.91,5349.52,53120472
"2020-02-10 06:00:00+00",10055.96,10084.14,9756,9835.71,4456.17,44215572
"2020-02-10 05:00:00+00",10090.47,10105.54,10025.2,10055.96,1996.19,20074098
"2020-02-10 04:00:00+00",10120.59,10120.59,10060,10090.47,1617.93,16322407
"2020-02-10 03:00:00+00",10133.32,10147.26,10080,10120.59,2085.22,21075202
"2020-02-10 02:00:00+00",10184.19,10184.4,10130,10133.32,1082.51,10990657
"2020-02-10 01:00:00+00",10151.75,10188,10150,10184.19,1587.04,16144924
"2020-02-10 00:00:00+00",10126.17,10160,10119.78,10151.75,1667.94,16914558
"2020-02-09 23:00:00+00",10084.98,10126.75,10082.78,10126.17,905.41,9151256
"2020-02-09 22:00:00+00",10064.3,10095,10059.53,10084.98,738.74,7448174
"2020-02-09 21:00:00+00",10074.85,10088.12,10053,10064.3,1179.14,11871319
"2020-02-09 20:00:00+00",10078.3,10098.16,10069.96,10074.85,543.99,5485243.5
"2020-02-09 19:00:00+00",10090.42,10093.46,10053.69,10078.3,1234.44,12434588
"2020-02-09 18:00:00+00",10112.03,10119,10075.32,10090.42,1312.5,13253342
"2020-02-09 17:00:00+00",10097.1,10125.79,10072.16,10112.03,1764.17,17822742
"2020-02-09 16:00:00+00",10084.35,10125.3,10000.1,10097.1,2987.88,3.006846E+7
"2020-02-09 15:00:00+00",10098.36,10118.44,10060,10084.35,1646.14,16612164
"2020-02-09 14:00:00+00",10126.5,10140.01,10089.05,10098.36,1324.18,13394413
"2020-02-09 13:00:00+00",10109.52,10145.64,10108.61,10126.5,1161.46,11768838
"2020-02-09 12:00:00+00",10121.59,10134,10100,10109.52,1165.05,11790106
"2020-02-09 11:00:00+00",10075,10126.16,10050,10121.59,1897.07,19140462
"2020-02-09 10:00:00+00",10110.93,10141.05,10075,10075,2177.54,21984868
"2020-02-09 09:00:00+00",10127.87,10151.04,10086.43,10110.93,2369,2.397584E+7
"2020-02-09 08:00:00+00",10096.76,10166,10094.87,10127.87,1919.63,19439034
"2020-02-09 07:00:00+00",10099.99,10123.1,10088.12,10096.76,1612.09,16287593
"2020-02-09 06:00:00+00",10091.27,10114.25,10040,10099.99,1929.59,1.944952E+7
"2020-02-09 05:00:00+00",10052.63,10131,10052.22,10091.27,3557.88,3.59077E+7
"2020-02-09 04:00:00+00",9938.9,10052.67,9937.92,10052.63,4488.62,44862996
"2020-02-09 03:00:00+00",9938.9,9938.9,9938.9,9938.9,0,0
"2020-02-09 02:00:00+00",9936.95,9944.25,9909.56,9938.9,890.62,8844812
"2020-02-09 01:00:00+00",9895.05,9947.5,9880.75,9936.95,1344.69,13344948
"2020-02-09 00:00:00+00",9913.26,9923,9892.5,9895.05,758.44,7513828
"2020-02-08 23:00:00+00",9914.67,9929.5,9840,9913.26,1588.42,15708648
"2020-02-08 22:00:00+00",9856.87,9940,9856.73,9914.67,2373.12,23491818
"2020-02-08 21:00:00+00",9862.69,9870,9845.39,9856.87,722.65,7123808
"2020-02-08 20:00:00+00",9841.76,9869.43,9841.27,9862.69,1120.84,1.104284E+7
"2020-02-08 19:00:00+00",9862.19,9869.51,9816,9841.76,1279.23,12595374
"2020-02-08 18:00:00+00",9858.41,9888,9840.49,9862.19,2124.87,20970976
"2020-02-08 17:00:00+00",9829.47,9871,9810.1,9858.41,1877.82,18489228
"2020-02-08 16:00:00+00",9840.99,9850,9817.17,9829.47,1122.36,11039571
"2020-02-08 15:00:00+00",9793.51,9849,9783.25,9840.99,2705.51,2.656747E+7
"2020-02-08 14:00:00+00",9810.15,9866,9750,9793.51,3805.94,3.733786E+7
"2020-02-08 13:00:00+00",9810.02,9829.99,9801.15,9810.15,1475.38,14483916
"2020-02-08 12:00:00+00",9796.28,9817.89,9785.35,9810.02,1118.06,10958811
"2020-02-08 11:00:00+00",9809.31,9845,9791,9796.28,1918.51,18854264
"2020-02-08 10:00:00+00",9805.49,9821.5,9780,9809.31,1125.42,11033262
"2020-02-08 09:00:00+00",9771.39,9821,9769.51,9805.49,1949.68,19100136
"2020-02-08 08:00:00+00",9762.97,9779.09,9754.92,9771.39,1095.17,10697838
"2020-02-08 07:00:00+00",9760.99,9796.88,9751.81,9762.97,1476.79,14432638
"2020-02-08 06:00:00+00",9757.11,9780,9735.15,9760.99,1689.36,16484245
"2020-02-08 05:00:00+00",9714.11,9765,9700.02,9757.11,1315.27,12812525
"2020-02-08 04:00:00+00",9729.08,9729.73,9667.11,9714.11,2470.26,2.395084E+7
"2020-02-08 03:00:00+00",9786.43,9790.86,9706.74,9729.08,2190.44,21363008
"2020-02-08 02:00:00+00",9790,9795.4,9760,9786.43,1279.41,1.251E+7
"2020-02-08 01:00:00+00",9813.73,9830.06,9769.81,9790,1377.56,13507862
"2020-02-08 00:00:00+00",9810.88,9831,9791.23,9813.73,1064.59,10443782
"2020-02-07 23:00:00+00",9759,9819,9757.82,9810.88,900.71,8816309
"2020-02-07 22:00:00+00",9741.49,9778,9730,9759,1843.27,1.797671E+7
"2020-02-07 21:00:00+00",9775.59,9778.88,9740,9741.49,1678.23,1.638901E+7
"2020-02-07 20:00:00+00",9799.35,9802.14,9765,9775.59,990.65,9689942
"2020-02-07 19:00:00+00",9781.03,9809.96,9780,9799.35,836.33,8193030.5
"2020-02-07 18:00:00+00",9798.39,9810,9780,9781.03,1133.28,11099934
"2020-02-07 17:00:00+00",9802.02,9836.27,9764,9798.39,2139.1,2.097792E+7
"2020-02-07 16:00:00+00",9823.22,9834.99,9781.1,9802.02,1521.42,14924116
"2020-02-07 15:00:00+00",9782.04,9845,9780,9823.22,2116.78,20758486
"2020-02-07 14:00:00+00",9755.88,9800,9754.28,9782.04,1195.07,11686021
"2020-02-07 13:00:00+00",9809.33,9827.55,9730.54,9755.88,2965.61,28977792
"2020-02-07 12:00:00+00",9816.57,9885,9802.67,9809.33,3800.73,37397944
"2020-02-07 11:00:00+00",9793.48,9838.35,9791.79,9816.57,2735.53,26844046
"2020-02-07 10:00:00+00",9773.08,9810,9773.05,9793.48,1570.38,15375658
"2020-02-07 09:00:00+00",9801.83,9811.26,9766.31,9773.08,1547.43,15153223
"2020-02-07 08:00:00+00",9779.74,9810,9759.63,9801.83,1647.19,1.612379E+7
"2020-02-07 07:00:00+00",9756.7,9792.99,9745,9779.74,1047.56,10236068
"2020-02-07 06:00:00+00",9792.12,9819.99,9745.02,9756.7,1493.19,1.460452E+7
"2020-02-07 05:00:00+00",9779.78,9813.99,9741.17,9792.12,1418.98,13880237
"2020-02-07 04:00:00+00",9800,9828.47,9775,9779.78,1257.86,12325866
"2020-02-07 03:00:00+00",9808.04,9855,9786.17,9800,2148.52,21120158
"2020-02-07 02:00:00+00",9791.15,9829.72,9770.95,9808.04,1447.81,14198965
"2020-02-07 01:00:00+00",9772,9824.48,9752.65,9791.15,1874.21,18359526
"2020-02-07 00:00:00+00",9692.7,9777.67,9660,9772,2779.04,27044084
"2020-02-06 23:00:00+00",9750.19,9765.17,9685,9692.7,1647.76,16023404
