"time","open","high","low","close","volume","volumeq"
"2020-07-25 21:00:00+00",9674.14,9730.19,9671.73,9713.89,2801.63,27180316
"2020-07-25 20:00:00+00",9665.02,9685.5,9648.68,9674.14,1212.32,11726038
"2020-07-25 19:00:00+00",9688.49,9708.26,9636.09,9665.02,2106.06,20352938
"2020-07-25 18:00:00+00",9615.51,9708.81,9608.19,9688.49,4939.57,47751308
"2020-07-25 17:00:00+00",9593.19,9630,9573.61,9615.51,2357.88,22639746
"2020-07-25 16:00:00+00",9584.3,9598.41,9575.13,9593.19,1143.67,1.096755E+7
"2020-07-25 15:00:00+00",9582.22,9594.01,9568,9584.3,1099.92,10539114
"2020-07-25 14:00:00+00",9603.79,9610.92,9552.29,9582.22,2070.92,19848592
"2020-07-25 13:00:00+00",9574.29,9606,9568.16,9603.79,1385.32,13286882
"2020-07-25 12:00:00+00",9581.7,9593,9572.84,9574.29,921.05,8828248
"2020-07-25 11:00:00+00",9569.38,9584.99,9559.84,9581.7,1329.95,12730899
"2020-07-25 10:00:00+00",9585.37,9603.45,9563,9569.38,1360.27,13037854
"2020-07-25 09:00:00+00",9568.5,9606.9,9560.93,9585.37,1535.17,14713553
"2020-07-25 08:00:00+00",9589.01,9594.84,9564.82,9568.5,1220.41,11691738
"2020-07-25 07:00:00+00",9587.29,9620,9579.29,9589.01,1314.99,1.262143E+7
"2020-07-25 06:00:00+00",9584.81,9624.13,9566.55,9587.29,1710.5,16408873
"2020-07-25 05:00:00+00",9581.58,9594.53,9566.56,9584.81,1057.78,10130446
"2020-07-25 04:00:00+00",9571.8,9623.51,9571.79,9581.58,3007.71,28863112
"2020-07-25 03:00:00+00",9564.74,9579.49,9558.79,9571.8,1256.87,12026593
"2020-07-25 02:00:00+00",9537.58,9570,9513,9564.74,984.35,9392955
"2020-07-25 01:00:00+00",9537.8,9554.27,9528.48,9537.58,1019.32,9727536
"2020-07-25 00:00:00+00",9533.92,9552.44,9513,9537.8,1532.3,14612238
"2020-07-24 23:00:00+00",9591.55,9593.46,9522,9533.92,2069.4,19770664
"2020-07-24 22:00:00+00",9615.29,9637,9588.08,9591.55,2088.16,20071896
"2020-07-24 21:00:00+00",9581.76,9620,9567.23,9615.29,2119.24,2.033763E+7
"2020-07-24 20:00:00+00",9580.01,9583.8,9560,9581.76,1236.18,11834673
"2020-07-24 19:00:00+00",9557.44,9589,9556,9580.01,1927.6,18452328
"2020-07-24 18:00:00+00",9575.73,9579.1,9522,9557.44,1736.86,16584194
"2020-07-24 17:00:00+00",9551.68,9583.36,9520,9575.73,2119.74,20241658
"2020-07-24 16:00:00+00",9537.78,9566.38,9523.56,9551.68,2154.17,2.055947E+7
"2020-07-24 15:00:00+00",9503.97,9538.02,9503.04,9537.78,1931.83,18392534
"2020-07-24 14:00:00+00",9521.35,9538.21,9497.44,9503.97,1941.28,1.847432E+7
"2020-07-24 13:00:00+00",9532.09,9533.53,9502.82,9521.35,2551.05,2.428867E+7
"2020-07-24 12:00:00+00",9540.85,9548.05,9525.82,9532.09,2503.52,2.387946E+7
"2020-07-24 11:00:00+00",9526.29,9560,9522.61,9540.85,1731.05,16515508
"2020-07-24 10:00:00+00",9505.07,9526.41,9503.58,9526.29,1505.31,14326634
"2020-07-24 09:00:00+00",9508.02,9510.83,9477.35,9505.07,1950.88,18531556
"2020-07-24 08:00:00+00",9474.5,9509,9463.44,9508.02,2150.73,20414166
"2020-07-24 07:00:00+00",9547.77,9548.34,9470.08,9474.5,2763.51,26260382
"2020-07-24 06:00:00+00",9535.27,9550,9508.83,9547.77,1983.73,18920608
"2020-07-24 05:00:00+00",9561.55,9571.04,9527.31,9535.27,1301.93,12432054
"2020-07-24 04:00:00+00",9569.32,9575.43,9535.75,9561.55,1446.42,13820102
"2020-07-24 03:00:00+00",9571.98,9583.57,9554.03,9569.32,846.87,8104105.5
"2020-07-24 02:00:00+00",9583.56,9592.61,9552.59,9571.98,1156.36,1.107201E+7
"2020-07-24 01:00:00+00",9603.27,9606.83,9570,9583.56,1182.98,11343405
"2020-07-24 00:00:00+00",9592.03,9607,9585.44,9603.27,863.9,8290023
"2020-07-23 23:00:00+00",9604.94,9608.01,9586,9592.03,936.44,8987619
"2020-07-23 22:00:00+00",9578.99,9610,9570,9604.94,1026.56,9847495
"2020-07-23 21:00:00+00",9595.8,9599.93,9567.24,9578.99,1144.8,10965354
"2020-07-23 20:00:00+00",9582.2,9599.46,9572,9595.8,1692.23,16224938
"2020-07-23 19:00:00+00",9609.14,9617.28,9564,9582.2,2353.29,22575874
"2020-07-23 18:00:00+00",9619.28,9664,9585.86,9609.14,5201.46,50029068
"2020-07-23 17:00:00+00",9524.99,9620,9510.67,9619.28,5566.2,53210916
"2020-07-23 16:00:00+00",9493.85,9536,9477,9524.99,2364.39,22480574
"2020-07-23 15:00:00+00",9498.15,9585,9440.33,9493.85,5978.56,56796052
"2020-07-23 14:00:00+00",9489.33,9500,9480,9498.15,2061.59,19567552
"2020-07-23 13:00:00+00",9507.01,9512,9483.78,9489.33,1607.8,15272466
"2020-07-23 12:00:00+00",9490.98,9512,9485,9507.01,1504.37,14287702
"2020-07-23 11:00:00+00",9501.41,9509.01,9485.97,9490.98,1898.72,1.803482E+7
"2020-07-23 10:00:00+00",9516.32,9516.33,9487,9501.41,1599.22,1.519252E+7
"2020-07-23 09:00:00+00",9491.67,9527,9480,9516.32,2084.67,19806648
"2020-07-23 08:00:00+00",9492,9509.97,9486.63,9491.67,1939.6,1.842269E+7
"2020-07-23 07:00:00+00",9489.68,9498.68,9479.73,9492,1414.31,13420952
"2020-07-23 06:00:00+00",9498.83,9498.93,9462,9489.68,1960.44,18583296
"2020-07-23 05:00:00+00",9491.99,9499.35,9484.83,9498.83,1002.03,9512538
"2020-07-23 04:00:00+00",9499.03,9499.5,9461,9491.99,1994.42,18914876
"2020-07-23 03:00:00+00",9517,9526.92,9491.7,9499.03,1525.52,1.450416E+7
"2020-07-23 02:00:00+00",9506.69,9519.5,9492.32,9517,1530.8,14556456
"2020-07-23 01:00:00+00",9518.16,9533.7,9500.73,9506.69,2604.92,2.479836E+7
"2020-07-23 00:00:00+00",9500,9533,9498.66,9518.16,3114.76,29638572
"2020-07-22 23:00:00+00",9374.25,9544,9368.75,9500,8489.1,8.04194E+7
"2020-07-22 22:00:00+00",9367.71,9378.22,9360,9374.25,1206.68,11305163
"2020-07-22 21:00:00+00",9373.88,9385.44,9364.98,9367.71,1326.97,12438247
"2020-07-22 20:00:00+00",9366.1,9385,9357.4,9373.88,1776.94,16653391
"2020-07-22 19:00:00+00",9364.31,9379.25,9354.31,9366.1,1625.04,15223026
"2020-07-22 18:00:00+00",9328.14,9372,9328.02,9364.31,2264.14,2.118454E+7
"2020-07-22 17:00:00+00",9338.14,9346.44,9325.27,9328.14,2065.34,1.928872E+7
"2020-07-22 16:00:00+00",9337.8,9354,9330.78,9338.14,2045.23,1.910505E+7
"2020-07-22 15:00:00+00",9329.75,9339.94,9311.11,9337.8,1832.41,17085404
"2020-07-22 14:00:00+00",9328.99,9337.24,9317.9,9329.75,1524.4,1.422033E+7
"2020-07-22 13:00:00+00",9344.68,9345.14,9317.39,9328.99,1763.47,1.645603E+7
"2020-07-22 12:00:00+00",9338,9354.58,9318.64,9344.68,1615.34,1.508924E+7
"2020-07-22 11:00:00+00",9315.39,9343.22,9313.38,9338,1542.63,14389203
"2020-07-22 10:00:00+00",9310.56,9330,9303.7,9315.39,1884.45,17560408
"2020-07-22 09:00:00+00",9302,9325.13,9291.22,9310.56,2318.94,21589696
"2020-07-22 08:00:00+00",9335.52,9360.81,9261,9302,2808.14,26173682
"2020-07-22 07:00:00+00",9342.65,9350,9334.34,9335.52,1312.27,12262642
"2020-07-22 06:00:00+00",9345.69,9357.23,9327.81,9342.65,1683.53,1.573554E+7
"2020-07-22 05:00:00+00",9359.06,9367.5,9344.44,9345.69,1066.48,9979111
"2020-07-22 04:00:00+00",9366.02,9370,9354.06,9359.06,1270.17,11891561
"2020-07-22 03:00:00+00",9363.61,9375.62,9357.73,9366.02,1482.44,13886402
"2020-07-22 02:00:00+00",9357.68,9386.99,9349.73,9363.61,1472.91,13800149
"2020-07-22 01:00:00+00",9390,9392.82,9349.46,9357.68,1323.22,12400602
"2020-07-22 00:00:00+00",9378.05,9390,9370,9390,981.92,9208916
"2020-07-21 23:00:00+00",9375.88,9391.25,9361,9378.05,958.03,8.98403E+6
"2020-07-21 22:00:00+00",9371.5,9382.9,9352.27,9375.88,1140.35,10681911
"2020-07-21 21:00:00+00",9354.35,9372.33,9354.34,9371.5,1527.08,14300499
"2020-07-21 20:00:00+00",9387.14,9391.83,9342.62,9354.35,1678.89,1.572687E+7
"2020-07-21 19:00:00+00",9365.26,9387.94,9358.13,9387.14,2031.47,19040398
"2020-07-21 18:00:00+00",9356.38,9368.94,9343.06,9365.26,1679.27,15712789
"2020-07-21 17:00:00+00",9338,9359.32,9318.35,9356.38,2392.36,22342472
"2020-07-21 16:00:00+00",9377.04,9383.96,9325,9338,3027.64,2.832278E+7
"2020-07-21 15:00:00+00",9408.98,9420,9353.93,9377.04,3551.94,33341898
"2020-07-21 14:00:00+00",9367.57,9437.73,9365.1,9408.98,5942.03,5.588056E+7
"2020-07-21 13:00:00+00",9344.63,9395.91,9344.58,9367.57,6021.21,56439084
"2020-07-21 12:00:00+00",9347.6,9350,9327.08,9344.63,2059.82,1.923456E+7
"2020-07-21 11:00:00+00",9315.29,9350,9313.03,9347.6,2639.76,24638054
"2020-07-21 10:00:00+00",9310.76,9341.98,9310.5,9315.29,3035.54,2.830525E+7
"2020-07-21 09:00:00+00",9315.29,9335.86,9302.55,9310.76,4042.64,3.767076E+7
"2020-07-21 08:00:00+00",9197,9353,9193.42,9315.29,9540.59,8.858427E+7
"2020-07-21 07:00:00+00",9189.53,9202.3,9176.71,9197,1434.36,13181357
"2020-07-21 06:00:00+00",9175.06,9207,9174.64,9189.53,1440.28,13236522
"2020-07-21 05:00:00+00",9180.83,9184.22,9173.34,9175.06,877.7,8056729.5
"2020-07-21 04:00:00+00",9178.56,9181.61,9164.36,9180.83,1093.89,10034319
"2020-07-21 03:00:00+00",9178.56,9185.98,9169.86,9178.56,828.28,7602627.5
"2020-07-21 02:00:00+00",9170.24,9195.41,9169.89,9178.56,1324.68,12163984
"2020-07-21 01:00:00+00",9160.78,9174.66,9152.8,9170.24,1163.82,1.066989E+7
"2020-07-21 00:00:00+00",9164.8,9178.17,9155.85,9160.78,1024.42,9391648
"2020-07-20 23:00:00+00",9167.48,9175,9151.68,9164.8,1087.59,9968947
"2020-07-20 22:00:00+00",9172.08,9173.56,9141.19,9167.48,821.43,7526045.5
"2020-07-20 21:00:00+00",9158.65,9185,9151.44,9172.08,1612.77,14789908
"2020-07-20 20:00:00+00",9180.48,9185.36,9146.43,9158.65,3092.78,28342862
"2020-07-20 19:00:00+00",9192.06,9198.3,9172.76,9180.48,1588.23,14584226
"2020-07-20 18:00:00+00",9175.64,9203.6,9175.64,9192.06,2015.33,18521666
"2020-07-20 17:00:00+00",9173.75,9175.65,9160.15,9175.64,1392.59,1.276933E+7
"2020-07-20 16:00:00+00",9169.99,9179.75,9165,9173.75,1442.41,13230675
"2020-07-20 15:00:00+00",9148.4,9177.38,9146.16,9169.99,1642.48,15057625
"2020-07-20 14:00:00+00",9162.38,9163.64,9142.02,9148.4,1760.64,16119912
"2020-07-20 13:00:00+00",9147.75,9165.13,9140.82,9162.38,1754.11,16065531
"2020-07-20 12:00:00+00",9155.34,9163.87,9141.02,9147.75,1740.48,15931335
"2020-07-20 11:00:00+00",9184,9185.34,9131,9155.34,2467.55,2.260763E+7
"2020-07-20 10:00:00+00",9188.31,9190,9181.63,9184,1771.82,16278095
"2020-07-20 09:00:00+00",9180.72,9189.87,9177.57,9188.31,1374.86,12626902
"2020-07-20 08:00:00+00",9180.59,9182.07,9171.22,9180.72,1652.76,15167405
"2020-07-20 07:00:00+00",9193.86,9193.86,9179.06,9180.59,1093.97,1.0049E+7
"2020-07-20 06:00:00+00",9180.28,9194.31,9179.85,9193.86,831.18,7634820.5
"2020-07-20 05:00:00+00",9191.99,9192.73,9173.6,9180.28,850,7806216
"2020-07-20 04:00:00+00",9188.72,9193.79,9179.48,9191.99,989.13,9089006
"2020-07-20 03:00:00+00",9177.55,9192.7,9174.35,9188.72,924.96,8496172
"2020-07-20 02:00:00+00",9187.96,9192.98,9175.83,9177.55,943.39,8665904
"2020-07-20 01:00:00+00",9208.99,9221.52,9180,9187.96,1583.89,14576428
"2020-07-20 00:00:00+00",9185.76,9232.27,9185.76,9208.99,2423.91,22330612
"2020-07-19 23:00:00+00",9170.01,9204.74,9162.45,9185.76,2766.39,25420142
"2020-07-19 22:00:00+00",9165.39,9177.01,9154.68,9170.01,1086.82,9965044
"2020-07-19 21:00:00+00",9165.44,9171.69,9153.27,9165.39,1176.08,10777015
"2020-07-19 20:00:00+00",9156.54,9165.54,9147.52,9165.44,801.72,7341304.5
"2020-07-19 19:00:00+00",9150.94,9161.96,9144.78,9156.54,771.46,7061215.5
"2020-07-19 18:00:00+00",9148.15,9158.65,9137.04,9150.94,929.8,8509231
"2020-07-19 17:00:00+00",9119.89,9171.11,9116.31,9148.15,1466.43,1.340433E+7
"2020-07-19 16:00:00+00",9131.3,9135.51,9118,9119.89,1074.61,9809076
"2020-07-19 15:00:00+00",9127.04,9135,9122,9131.3,753.06,6874547
"2020-07-19 14:00:00+00",9132.32,9135,9118.83,9127.04,887.01,8096339
"2020-07-19 13:00:00+00",9124.41,9136.81,9110,9132.32,1214.26,11076673
"2020-07-19 12:00:00+00",9124.94,9136.24,9111.39,9124.41,1107.53,10105701
"2020-07-19 11:00:00+00",9153.89,9154,9101.35,9124.94,2301.47,20992994
"2020-07-19 10:00:00+00",9155.77,9156.2,9143,9153.89,726.9,6650207.5
"2020-07-19 09:00:00+00",9154.78,9156.2,9138.81,9155.77,855.4,7824883
"2020-07-19 08:00:00+00",9157.4,9157.93,9153.57,9154.78,570.3,5221345.5
"2020-07-19 07:00:00+00",9143.79,9158.11,9139.27,9157.4,767.24,7018999.5
"2020-07-19 06:00:00+00",9153.22,9156.55,9142,9143.79,699.47,6398398.5
"2020-07-19 05:00:00+00",9153.41,9160,9145.2,9153.22,705.17,6455212.5
"2020-07-19 04:00:00+00",9157.52,9158.54,9140.38,9153.41,893.09,8172597.5
"2020-07-19 03:00:00+00",9161.89,9170,9153.94,9157.52,695.31,6370933
"2020-07-19 02:00:00+00",9177.82,9179.17,9159.32,9161.89,761.63,6983457.5
"2020-07-19 01:00:00+00",9170.28,9180.79,9168.34,9177.82,616.95,5661732.5
"2020-07-19 00:00:00+00",9164.73,9175.31,9164.32,9170.28,607.73,5573414.5
"2020-07-18 23:00:00+00",9171.15,9175.92,9161.85,9164.73,604.97,5546751
"2020-07-18 22:00:00+00",9172.09,9173.85,9162.35,9171.15,469.52,4304375
"2020-07-18 21:00:00+00",9163.84,9179.29,9156.49,9172.09,710.94,6519553.5
"2020-07-18 20:00:00+00",9183,9200,9147.92,9163.84,1514.73,13903382
"2020-07-18 19:00:00+00",9169.63,9197.5,9165.92,9183,1422.85,13067716
"2020-07-18 18:00:00+00",9164.57,9173.81,9163.21,9169.63,876.26,8033403.5
"2020-07-18 17:00:00+00",9169.57,9172.25,9158.55,9164.57,946.16,8671755
"2020-07-18 16:00:00+00",9163.66,9171.23,9163.66,9169.57,832.66,7633316
"2020-07-18 15:00:00+00",9167.54,9168.52,9153.42,9163.66,875.92,8022181.5
"2020-07-18 14:00:00+00",9165.69,9175,9158.43,9167.54,822.47,7539533.5
"2020-07-18 13:00:00+00",9159.9,9174.59,9159.41,9165.69,737.57,6761367.5
"2020-07-18 12:00:00+00",9166.97,9175.59,9157.05,9159.9,853.16,7821403.5
"2020-07-18 11:00:00+00",9165.83,9179.18,9164.98,9166.97,816.71,7489564
"2020-07-18 10:00:00+00",9153.42,9219.3,9153.42,9165.83,2658.39,24402196
"2020-07-18 09:00:00+00",9132.37,9158.34,9123.92,9153.42,990.1,9042639
"2020-07-18 08:00:00+00",9133.47,9138.83,9130.56,9132.37,636.56,5815257.5
"2020-07-18 07:00:00+00",9135.63,9139.39,9131.87,9133.47,586.19,5355550.5
"2020-07-18 06:00:00+00",9140.54,9143.61,9128.9,9135.63,606.74,5542557.5
"2020-07-18 05:00:00+00",9135.02,9146.34,9127.73,9140.54,753.33,6883975
"2020-07-18 04:00:00+00",9142.24,9142.25,9123.88,9135.02,767.38,7010266.5
"2020-07-18 03:00:00+00",9140.44,9145.99,9121.1,9142.24,1306.11,1.193233E+7
"2020-07-18 02:00:00+00",9149.97,9155.2,9139.78,9140.44,936.09,8564937
"2020-07-18 01:00:00+00",9154.32,9168.88,9146.91,9149.97,1221.98,1.119068E+7
"2020-07-18 00:00:00+00",9162.82,9167.94,9153.83,9154.32,642.99,5890299.5
"2020-07-17 23:00:00+00",9151.38,9162.89,9144.05,9162.82,560.83,5133982
"2020-07-17 22:00:00+00",9155.45,9164.37,9147.2,9151.38,582.78,5335725.5
"2020-07-17 21:00:00+00",9164.75,9180,9151.95,9155.45,911.69,8357081
"2020-07-17 20:00:00+00",9161.74,9168.94,9152.55,9164.75,720.26,6597436.5
"2020-07-17 19:00:00+00",9149.87,9170,9148.54,9161.74,1348.07,12351591
"2020-07-17 18:00:00+00",9152.09,9155,9128,9149.87,1217.84,11137475
"2020-07-17 17:00:00+00",9148.37,9162.38,9142,9152.09,1182.31,10822242
"2020-07-17 16:00:00+00",9152.19,9164.54,9143.08,9148.37,1329.23,12167155
"2020-07-17 15:00:00+00",9161.58,9163.24,9139.91,9152.19,1316.18,12043937
"2020-07-17 14:00:00+00",9162.87,9174,9145,9161.58,1313.36,1.202994E+7
"2020-07-17 13:00:00+00",9138.92,9186.83,9138.92,9162.87,2773.02,25421278
"2020-07-17 12:00:00+00",9117.69,9142.07,9101,9138.92,1525.34,13909315
"2020-07-17 11:00:00+00",9123,9129.37,9112.05,9117.69,1146.88,10460628
"2020-07-17 10:00:00+00",9109.99,9126.83,9100.29,9123,1464.46,1.33474E+7
"2020-07-17 09:00:00+00",9109.94,9115.97,9095.23,9109.99,1339.8,12202795
"2020-07-17 08:00:00+00",9121.64,9133.22,9107,9109.94,1299.89,11856895
"2020-07-17 07:00:00+00",9102.39,9133.93,9102.38,9121.64,1273.79,11621919
"2020-07-17 06:00:00+00",9115.95,9122.02,9089.81,9102.39,1594.53,14519457
"2020-07-17 05:00:00+00",9119.81,9125.88,9105.39,9115.95,993.42,9.05628E+6
"2020-07-17 04:00:00+00",9123.85,9126,9105.11,9119.81,768.73,7008640.5
"2020-07-17 03:00:00+00",9118.05,9135,9115.01,9123.85,867.15,7913113.5
"2020-07-17 02:00:00+00",9117.47,9140,9116.15,9118.05,889.92,8122122
"2020-07-17 01:00:00+00",9133.72,9142.06,9114.83,9117.47,991.88,9.05364E+6
"2020-07-17 00:00:00+00",9138.13,9147.9,9127.21,9133.72,1129.67,10322057
"2020-07-16 23:00:00+00",9126.11,9146.35,9126.1,9138.13,907.88,8.29455E+6
"2020-07-16 22:00:00+00",9111.19,9137.41,9111.19,9126.11,766.09,6986841.5
"2020-07-16 21:00:00+00",9126.13,9133,9091.1,9111.19,1467.41,13366906
"2020-07-16 20:00:00+00",9125.19,9131.59,9120.27,9126.13,1078.6,9843426
"2020-07-16 19:00:00+00",9125.21,9153,9121,9125.19,1627.53,14872545
"2020-07-16 18:00:00+00",9116.56,9137,9115.05,9125.21,1580.53,1.442696E+7
"2020-07-16 17:00:00+00",9125.26,9143.65,9112.09,9116.56,1939.03,17702172
"2020-07-16 16:00:00+00",9110.64,9130.1,9099.76,9125.26,1857.98,16935506
"2020-07-16 15:00:00+00",9082.66,9120,9069.99,9110.64,2085.89,18970528
"2020-07-16 14:00:00+00",9080,9098.24,9069.31,9082.66,1825.55,16583965
"2020-07-16 13:00:00+00",9081.61,9105.75,9078.91,9080,1531.35,1.392072E+7
"2020-07-16 12:00:00+00",9100,9109,9078.7,9081.61,1810.62,16469754
"2020-07-16 11:00:00+00",9069.98,9100,9047.25,9100,3348.73,30382944
"2020-07-16 10:00:00+00",9123.01,9123.02,9053,9069.98,4466.11,40563224
"2020-07-16 09:00:00+00",9123.69,9140,9101.5,9123.01,2197.57,2.004908E+7
"2020-07-16 08:00:00+00",9177.11,9177.47,9084,9123.69,5280.65,4.822758E+7
"2020-07-16 07:00:00+00",9199.02,9208,9151.99,9177.11,2143.95,1.969266E+7
"2020-07-16 06:00:00+00",9204.01,9210,9190.62,9199.02,1226.27,11282609
"2020-07-16 05:00:00+00",9203.59,9216.82,9202.15,9204.01,995.86,9171737
"2020-07-16 04:00:00+00",9200.99,9206.79,9192,9203.59,1005.77,9252861
"2020-07-16 03:00:00+00",9221.6,9226.15,9200,9200.99,865.5,7971414.5
"2020-07-16 02:00:00+00",9213.54,9222.64,9206.85,9221.6,934.91,8616506
"2020-07-16 01:00:00+00",9197.6,9219,9177.77,9213.54,1302.13,11977126
"2020-07-16 00:00:00+00",9206.32,9214.24,9188.88,9197.6,1377.83,12676829
"2020-07-15 23:00:00+00",9231.78,9234.17,9206.32,9206.32,1088.95,10037101
"2020-07-15 22:00:00+00",9219.48,9237.27,9205.2,9231.78,1591.67,14680535
"2020-07-15 21:00:00+00",9185.46,9223.32,9179.06,9219.48,1269.94,11690894
"2020-07-15 20:00:00+00",9186.71,9199.56,9167.03,9185.46,1953.47,17943632
"2020-07-15 19:00:00+00",9206.84,9219.64,9160.57,9186.71,2048,18834316
"2020-07-15 18:00:00+00",9211.37,9225.06,9204.91,9206.84,1152.27,1.061996E+7
"2020-07-15 17:00:00+00",9204.98,9215.43,9186.57,9211.37,1969.92,18131962
"2020-07-15 16:00:00+00",9242.47,9248,9197,9204.98,3132.66,28874832
"2020-07-15 15:00:00+00",9229.15,9244.65,9221.39,9242.47,2132.32,19687332
"2020-07-15 14:00:00+00",9245.46,9246.82,9218.47,9229.15,1880.99,1.736603E+7
"2020-07-15 13:00:00+00",9219.27,9247.6,9211.99,9245.46,1906.55,17605248
"2020-07-15 12:00:00+00",9243.5,9248.98,9212.43,9219.27,2150.42,19860864
"2020-07-15 11:00:00+00",9225.99,9249.98,9220.84,9243.5,2675.59,24717202
"2020-07-15 10:00:00+00",9220.92,9227.84,9188,9225.99,2064.53,19013222
"2020-07-15 09:00:00+00",9231.21,9232.69,9200.26,9220.92,2139.1,19723616
"2020-07-15 08:00:00+00",9234.77,9235,9218.67,9231.21,1651.41,15237762
"2020-07-15 07:00:00+00",9244.4,9249.47,9230,9234.77,1256.52,1.16073E+7
"2020-07-15 06:00:00+00",9245.88,9248,9236.97,9244.4,844.69,7807350.5
"2020-07-15 05:00:00+00",9234.85,9247.07,9222.57,9245.88,999.46,9229971
"2020-07-15 04:00:00+00",9241.42,9250.95,9227.71,9234.85,860.7,7954138.5
"2020-07-15 03:00:00+00",9251.46,9253.16,9237.7,9241.42,747.59,6911255.5
"2020-07-15 02:00:00+00",9261.04,9264.2,9238.31,9251.46,810.69,7499727.5
"2020-07-15 01:00:00+00",9255.85,9276.49,9254.86,9261.04,1348.31,1.24906E+7
"2020-07-15 00:00:00+00",9255.31,9267.62,9249.55,9255.85,710.13,6575465.5
"2020-07-14 23:00:00+00",9241.36,9268.22,9240.76,9255.31,1122.83,10394649
"2020-07-14 22:00:00+00",9268.93,9279.54,9235.79,9241.36,1066.39,9867329
"2020-07-14 21:00:00+00",9268.92,9276.54,9258.95,9268.93,1192.92,11055808
"2020-07-14 20:00:00+00",9249.4,9270,9242.28,9268.92,1374.56,12721701
"2020-07-14 19:00:00+00",9248.23,9260,9241.37,9249.4,2130.25,19707742
"2020-07-14 18:00:00+00",9228.28,9275,9219.01,9248.23,3016.13,27874432
"2020-07-14 17:00:00+00",9219.21,9237.06,9209.37,9228.28,2203.7,20332498
"2020-07-14 16:00:00+00",9213.01,9239.2,9207.99,9219.21,2480.46,2.287785E+7
"2020-07-14 15:00:00+00",9201.81,9222.95,9182.02,9213.01,1602.56,14749009
"2020-07-14 14:00:00+00",9205.17,9225.08,9189.9,9201.81,2295.13,21131448
"2020-07-14 13:00:00+00",9232.95,9242,9204.27,9205.17,2466.74,22749592
"2020-07-14 12:00:00+00",9184.12,9238.59,9113,9232.95,4405.63,40465212
"2020-07-14 11:00:00+00",9199.51,9200.94,9169.75,9184.12,2817.44,25872306
"2020-07-14 10:00:00+00",9193.83,9204.08,9190,9199.51,2371.09,21809542
"2020-07-14 09:00:00+00",9181.01,9210.31,9179.09,9193.83,1749.99,16093044
"2020-07-14 08:00:00+00",9188.99,9196.79,9180,9181.01,1170.2,10752277
"2020-07-14 07:00:00+00",9188.15,9203.68,9180.76,9188.99,1359.19,12496735
"2020-07-14 06:00:00+00",9189.97,9195.25,9169.8,9188.15,1348.08,12381532
"2020-07-14 05:00:00+00",9217.11,9218.59,9151,9189.97,3693.92,3.392388E+7
"2020-07-14 04:00:00+00",9227.13,9236.11,9216.67,9217.11,1090.23,10059568
"2020-07-14 03:00:00+00",9238.56,9246.72,9222.63,9227.13,978.4,9035332
"2020-07-14 02:00:00+00",9223.59,9245.41,9211.25,9238.56,1136.89,10498518
"2020-07-14 01:00:00+00",9242.62,9242.62,9220,9223.59,1989.69,18363616
"2020-07-14 00:00:00+00",9242.07,9250,9227,9242.62,826.85,7640693
"2020-07-13 23:00:00+00",9252.61,9252.61,9220.16,9242.07,1254.1,11585394
"2020-07-13 22:00:00+00",9252.77,9265.61,9239.51,9252.61,1043.42,9654182
"2020-07-13 21:00:00+00",9235.07,9271.85,9217.76,9252.77,2097.54,19382548
"2020-07-13 20:00:00+00",9290.23,9290.23,9200.89,9235.07,4783.84,44167536
"2020-07-13 19:00:00+00",9316.3,9316.3,9268,9290.23,2013.31,1.870122E+7
"2020-07-13 18:00:00+00",9303.06,9323,9302.7,9316.3,1762.81,1.642004E+7
"2020-07-13 17:00:00+00",9290.38,9305,9288.65,9303.06,1255.42,11671494
"2020-07-13 16:00:00+00",9303.02,9320.4,9281.15,9290.38,1888.67,1.756791E+7
"2020-07-13 15:00:00+00",9316.94,9329.9,9301.72,9303.02,1507.44,14044972
"2020-07-13 14:00:00+00",9315.75,9333.99,9293,9316.94,2229.86,2.076612E+7
"2020-07-13 13:00:00+00",9309.04,9343.82,9278,9315.75,2989.01,27826998
"2020-07-13 12:00:00+00",9289.02,9318,9287,9309.04,2049.01,19058506
"2020-07-13 11:00:00+00",9284.2,9304.56,9266.21,9289.02,2290.37,21258602
"2020-07-13 10:00:00+00",9283.12,9291.99,9273.11,9284.2,1616.39,15004818
"2020-07-13 09:00:00+00",9270.01,9290,9264.17,9283.12,1908.6,17708424
"2020-07-13 08:00:00+00",9260.19,9282.97,9257.68,9270.01,1533.11,14210909
"2020-07-13 07:00:00+00",9284.97,9291,9244.55,9260.19,1806.68,16752065
"2020-07-13 06:00:00+00",9269.22,9286.59,9267.57,9284.97,1332.83,12368195
"2020-07-13 05:00:00+00",9271.99,9284.99,9264.6,9269.22,1107.7,10273027
"2020-07-13 04:00:00+00",9284.16,9289.79,9270.92,9271.99,761.23,7063422
"2020-07-13 03:00:00+00",9284.56,9290.82,9274.99,9284.16,976.05,9059902
"2020-07-13 02:00:00+00",9275.81,9307.76,9271.87,9284.56,1895.22,17602316
"2020-07-13 01:00:00+00",9302.75,9321.34,9265.53,9275.81,1810.63,16824798
"2020-07-13 00:00:00+00",9298.46,9305,9272,9302.75,1932.1,1.7941E+7
"2020-07-12 23:00:00+00",9260.6,9327,9260.6,9298.46,2258.47,20988056
"2020-07-12 22:00:00+00",9230.87,9272.72,9220.39,9260.6,1009.91,9341729
